beta,se,time
0.056254791415051096,0.013661908367182512,0.010442972183227539
0.028332025052314243,0.013899318122655432,0.008037090301513672
0.0483117494997791,0.013759911650847308,0.006738901138305664
0.04728844588004025,0.013713932491377137,0.007035970687866211
0.05982250863409188,0.013204967759210479,0.007604122161865234
0.06489940016759259,0.01369283364120293,0.006973981857299805
0.049311709450131073,0.0135570923397649,0.0067501068115234375
0.055916572509302875,0.013041433232069579,0.007730007171630859
0.056232857828661234,0.013379924085556731,0.005447864532470703
0.07066755837026979,0.01275872441670527,0.006246089935302734
0.0834012753617486,0.013207749283736827,0.0073089599609375
0.0373789242201095,0.013024864929170156,0.007091999053955078
0.08475831599218409,0.014719666790686174,0.006933927536010742
0.021435349575423264,0.013481375084734262,0.00701594352722168
0.011984945653812432,0.01461609859916612,0.0063860416412353516
0.05191841023510646,0.01346625995476896,0.006608009338378906
0.06084312431648274,0.013380181977967896,0.006613969802856445
0.049069841858724345,0.013312096881250752,0.006657123565673828
0.07698896912898895,0.013382305366772372,0.0052449703216552734
0.06560166068908357,0.01449623977547979,0.006649017333984375
0.05087672646535994,0.01334273094804319,0.006422996520996094
0.017292824863572788,0.014145754808096487,0.008867979049682617
0.0383230647316144,0.014217187952480474,0.00825190544128418
0.04176533141693906,0.013808025782895588,0.00855112075805664
0.04141701645773039,0.013875452833131767,0.007608890533447266
0.06804741132867807,0.013328234811222237,0.007382869720458984
0.04857407096287317,0.014709025071818574,0.007742881774902344
0.046219586824990715,0.013288776204595041,0.00809788703918457
0.03957189639751066,0.013766905161272913,0.0074481964111328125
0.061675802373965305,0.014043793551719405,0.005405902862548828
0.057649128927187474,0.013637034453431594,0.006726980209350586
0.06217586506996962,0.012976682318854217,0.007152080535888672
0.06503219733425092,0.012809433412571288,0.006886959075927734
0.06414991534410677,0.013032828086111897,0.005540132522583008
0.038983008544402176,0.013666407395984487,0.006515026092529297
0.052863955438951137,0.013216938169817255,0.006313800811767578
0.04971896746112729,0.013502573227926829,0.006237030029296875
0.05106832740931981,0.01390849281644478,0.005739927291870117
0.051309196059227485,0.013556884440153169,0.006561994552612305
0.019107288676543346,0.013675459348335315,0.0065670013427734375
0.03375852582369819,0.013074862641582505,0.006678104400634766
0.05356669132032947,0.013829112265910234,0.005285024642944336
0.060755281389816534,0.013864481568377955,0.007709026336669922
0.035062731711673706,0.013385104071178381,0.007699012756347656
0.07413197062454145,0.01386987996588646,0.00687098503112793
