beta,se,time
0.02272762946832902,0.014236531232721386,0.008908987045288086
0.03686858727866151,0.013471767714467488,0.007664203643798828
0.03559367626687315,0.01363369251257572,0.0065288543701171875
0.036007145396730354,0.013125272847168166,0.006639003753662109
0.043544874291132865,0.012610336394043006,0.006880998611450195
0.02121518668549106,0.014443046302698156,0.007951974868774414
0.044539051053846826,0.013379291495413535,0.00887298583984375
0.030903704518331757,0.013568406518242336,0.009119033813476562
0.0712230300399906,0.01447902672940536,0.008316993713378906
0.04425157228726578,0.014230222367970818,0.00886082649230957
0.03393865719383694,0.013924515895896179,0.009474992752075195
0.05725533951299574,0.013086800584090124,0.0072858333587646484
0.01682035594267898,0.013835364269565161,0.006517171859741211
0.05671731802190852,0.012843596406111837,0.008051156997680664
0.02253256781951498,0.01280829268769784,0.007534027099609375
0.037873627089010695,0.01392235629433937,0.006999969482421875
0.034316004590160286,0.013390966192391664,0.007481813430786133
0.025914433712746876,0.012968677853168221,0.006334066390991211
0.045313749395072496,0.012377068508308465,0.006308794021606445
0.03252604993512033,0.013226549024495611,0.00531005859375
0.05519061466502462,0.014052678001414227,0.006947040557861328
0.05802198582567366,0.0144705794269103,0.006525993347167969
0.05719231259111526,0.0148911462875724,0.006359100341796875
0.03500212106359248,0.013029904134458913,0.005419015884399414
0.030435422177775593,0.014109126445255497,0.008599996566772461
0.06265196251696371,0.013147870919617301,0.006709098815917969
0.02186060226389866,0.013154849410207057,0.0063648223876953125
0.06075223877264066,0.012834026918635699,0.006597995758056641
0.036716857238393255,0.012856430340510611,0.00680994987487793
0.045997517487276596,0.013364359776352558,0.006490945816040039
0.04504938865351503,0.013270203590717993,0.006417989730834961
0.06515515852544287,0.014303610272980874,0.005352973937988281
0.05750911797223284,0.014331638884637427,0.006784200668334961
0.038402577951993394,0.013358989589514007,0.006401777267456055
0.021811997238032257,0.01408735711080959,0.00632786750793457
0.0386202991642733,0.01332144735034085,0.0053441524505615234
0.06604348405146909,0.013673503947255845,0.02680182456970215
0.06152721224444252,0.01278584602010458,0.18677115440368652
0.05139429093581047,0.013434768820156817,0.010590076446533203
0.06013471200902593,0.013328602094022082,0.01050710678100586
0.041811848772716834,0.014964516932221708,0.01631784439086914
0.03301160789799257,0.013059581484506413,0.010006904602050781
0.055468464287659065,0.01335745114194859,0.018414974212646484
0.0636588760802417,0.013255978480958688,0.010241031646728516
0.06744133770843229,0.01301124950532998,0.00854802131652832
0.03877984171529717,0.014408566259932962,0.014709949493408203
0.04016651983620756,0.013596649204686478,0.014477968215942383
0.04228202563768462,0.013641247311092624,0.016106128692626953
0.036454167830071604,0.014686895695314308,0.013099908828735352
0.048384885604153265,0.012718375116747394,0.014493942260742188
0.01728996467672188,0.01439452407118141,0.01513218879699707
0.030867673980484994,0.01274567960834006,0.01476907730102539
0.04586998268259285,0.013578752790859521,0.014245986938476562
0.04358648091379913,0.01397093359874487,0.013032197952270508
0.028104072222278554,0.013745922834472953,0.011216163635253906
0.07018217845905937,0.013032313845259621,0.011297941207885742
0.07449879591023865,0.01361722637309201,0.00923299789428711
0.05502733413642858,0.013589851706505066,0.009152889251708984
0.034751828707284965,0.013588343159840676,0.008053064346313477
0.0431702117179236,0.013341936598556996,0.007177114486694336
0.052437391007940176,0.013703062715540107,0.007354021072387695
0.046926783088424934,0.01395399964875474,0.007804155349731445
0.03824164150841883,0.014338618534888941,0.006339073181152344
0.037840196773813145,0.012592808269608548,0.006594181060791016
0.04551596106323862,0.012922677599076594,0.0069370269775390625
0.02588663817594742,0.013148803530272242,0.006900787353515625
0.07530966994675549,0.01408888707529283,0.007721900939941406
0.044172069416525434,0.01399028069118813,0.005754947662353516
0.07112574124960527,0.013633125785824334,0.00815892219543457
0.04378126303804272,0.01341326034186713,0.009798049926757812
0.03174537190706225,0.0129212349516862,0.010982036590576172
0.051552251451964466,0.014015183854961968,0.011588096618652344
0.010707692721649122,0.013266212605066018,0.01179814338684082
0.03837705551280632,0.013311259433027878,0.011021852493286133
0.03697942008328184,0.013495593070742079,0.009866952896118164
0.04538765598696732,0.012882573800769083,0.008852005004882812
0.053961887094560165,0.014529390679856665,0.0073969364166259766
0.02984568119414257,0.014010255735405727,0.007171154022216797
0.04622789992964209,0.013598296742560328,0.007193803787231445
0.032191994313027175,0.013076062654224258,0.007715940475463867
0.01945835511939004,0.013410827322283311,0.007318973541259766
