beta,se,time
0.03544837851180996,0.013589350568193874,0.8527929782867432
0.006325893529360198,0.013832604288161347,0.02397608757019043
0.01873538043122128,0.012425404704531856,0.008835077285766602
0.02795903353959362,0.013452622966259714,0.012270212173461914
0.04689813492928418,0.013053370500081454,0.008059024810791016
0.012820376172725786,0.013319136184081466,0.007966995239257812
0.019518830895997506,0.013351861145438324,0.007243156433105469
0.0275961235001816,0.014029804207362755,0.007632017135620117
0.035215058183274944,0.013247545512872484,0.008973121643066406
0.021691399037976206,0.01274417639170331,0.007013082504272461
0.01488102347588071,0.013203724819827583,0.009335041046142578
0.01175472528367107,0.013467509096439867,0.0066988468170166016
0.03418246648699503,0.013526074902316812,0.006886005401611328
0.0008870640702962688,0.01232653798037926,0.007812976837158203
0.004600794568926365,0.013046316148272005,0.00669097900390625
0.019735116700636473,0.012708392864169544,0.008868932723999023
0.007025960917217085,0.013617800014345099,0.006691932678222656
0.0112720367911257,0.013029928013156401,0.007035970687866211
0.04436059265805339,0.01377141770425665,0.008430004119873047
0.015614097274142615,0.013489776004825796,0.006793975830078125
0.03585898041453054,0.01369918724612897,0.007241010665893555
0.006633993369211416,0.012933927454500067,0.007970094680786133
0.025901092576259326,0.012871386572051773,0.0068590641021728516
0.02397629355262964,0.012748223352747999,0.006873130798339844
0.009117883399272907,0.012735316071535982,0.006686210632324219
0.030945330998351568,0.012408538805782429,0.006743192672729492
0.034781640636280954,0.013188000244042855,0.00818181037902832
0.0327420420077247,0.013710244754320191,0.00668787956237793
0.016107949301644928,0.013868201895745268,0.008291006088256836
0.013468251454762029,0.013529023259581729,0.009452104568481445
0.0199957048309127,0.013440420013011623,0.00786900520324707
0.03911806188435299,0.0130741064913843,0.0075550079345703125
-0.015455713818971631,0.013615531830428101,0.00860905647277832
0.036734592359404246,0.013179758962396431,0.007627964019775391
0.03668743861161377,0.012872298923766158,0.0068280696868896484
0.019918587420577265,0.012806004381022619,0.008589982986450195
0.011709506253240035,0.013485387545659769,0.006901979446411133
0.004866788055042777,0.013139551804148426,0.006675004959106445
0.029054994391195167,0.0126202018005097,0.007715940475463867
0.019319123673238618,0.015091632853453036,0.007767915725708008
-0.008007117146459708,0.013289007437443105,0.007832050323486328
0.026866511756195456,0.012922817499892957,0.010164976119995117
0.020314673883566375,0.013195427696198627,0.006707906723022461
0.032597628960236325,0.013054116882602123,0.0073239803314208984
0.016090237989166003,0.013045645686088632,0.006762981414794922
0.013512363043574257,0.012574815900661342,0.008100032806396484
0.004856981007187864,0.014012825456824864,0.00675201416015625
0.018109529512097967,0.013146045609623454,0.006927013397216797
0.03634170484873777,0.013341048003943498,0.0076961517333984375
0.02563604219691983,0.012971030954342625,0.006681919097900391
0.03427793304108187,0.012682986557119616,0.006666898727416992
-0.01205246384920653,0.012654305651540907,0.006911039352416992
0.023256790089481026,0.013754914019241867,0.008275985717773438
0.017000568503990635,0.013161233015918586,0.0067288875579833984
-0.0012290304322365722,0.013712583711728161,0.007246971130371094
-5.273955111145693e-5,0.013923425051452207,0.007992029190063477
0.0324613419580112,0.013145853478207207,0.0070879459381103516
0.01883921446601801,0.01272387346724263,0.007133960723876953
0.04682188247486947,0.012839027967533308,0.007444143295288086
0.002962586198419485,0.01318393454156624,0.008608102798461914
0.029971755848036567,0.013986449809851274,0.007177114486694336
-0.003886656126118359,0.014461718784093662,0.008172035217285156
0.028583901991557987,0.012861506626410866,0.015012025833129883
0.028226040983076697,0.013675362109245262,0.008141040802001953
0.011821480480131362,0.013333273217789455,0.010972023010253906
0.02815578414745997,0.01295934129736353,0.007752180099487305
0.04215926240152417,0.0129989746642597,0.007877111434936523
0.03818070931692714,0.0133518727929012,0.007862091064453125
0.026400892480070135,0.012544940778928149,0.007730960845947266
0.020943729544498767,0.013754170746477237,0.008960962295532227
0.008957344417310952,0.012877322383770932,0.007867097854614258
0.014016577175673665,0.013071605102151145,0.008738994598388672
0.025080779059585594,0.013652474516122752,0.006897926330566406
0.035206367225008466,0.013342346894004313,0.008394002914428711
0.011173266390463043,0.01383204511972475,0.006720066070556641
0.012548309040514863,0.013209453325794486,0.006685018539428711
0.030552627846568512,0.013221879479465511,0.006654977798461914
0.014319733047404255,0.012626307478618842,0.006867885589599609
0.02257919466790576,0.013225612496923809,0.0077168941497802734
0.020879062980105986,0.012949830510892926,0.007835149765014648
0.02747658290967313,0.013054202535730476,0.007945060729980469
-0.018450018084717863,0.01368769537488406,0.007524013519287109
0.007583101052459147,0.013254018659239242,0.007478952407836914
0.009336147993203604,0.012531307879906988,0.010499954223632812
0.033466945879952116,0.013413358926355982,0.0067310333251953125
-0.00015305907564679348,0.012803732993778292,0.007370948791503906
0.032636947785946405,0.013587604430329692,0.007771968841552734
