beta,se
0.05165397110146395,0.012872698567904477
-0.006325777548844297,0.013109373591458107
-0.03051844567381876,0.01374579305150058
-0.014507730279178037,0.013152847972859651
-0.0028453691845079644,0.012474454602217834
-0.007985490852078742,0.013813422878029799
-0.029145205524883703,0.01315896103808688
-0.02159475683386148,0.012337406240591361
-0.00033598171780184146,0.013070583499311684
0.005454431290244722,0.012571478656362068
-0.0066748569285291215,0.01280548851681131
0.0018954878258292764,0.013597602178427638
-0.020620256966844566,0.01262156483765904
0.029485143187158093,0.012926698277754755
-0.008647739297298531,0.013197730164784191
-0.021045257963722773,0.012782789185377463
-0.008596571098512017,0.014128849722378455
-0.0001531092194513052,0.01378852170750479
0.0003620959644437619,0.012985198019251352
0.0009849898725803844,0.01375168463285397
-0.011655916586251352,0.013296056482855072
-0.005512094011501421,0.01305709498680187
-0.007928872312584111,0.013632287028479432
-0.00013388594019009815,0.013913155931679138
0.008410925112793866,0.013154241817207563
-0.0195891653114492,0.013222032832664514
-0.015165945956449165,0.012968737059425696
-0.003672023038174521,0.013155890862256357
-0.005858838214891608,0.01304921133310894
-0.009197183761812201,0.012820567371033197
-0.0072748316997343285,0.013277885887921703
0.0004809101749600693,0.013177723163572675
-0.008898859398993667,0.013486579671832675
-0.016237789906157377,0.012813214601108302
-0.015326970632721919,0.013250592466111747
-0.014782588961221688,0.013134356728885589
0.019544668018523097,0.013789692527132254
0.016791978371382296,0.012877509890476238
0.016017858758625516,0.014054023313577751
0.004402369924377895,0.013006985461023536
-0.011001471395346754,0.013356508585478233
0.030304792006708672,0.013145540048804465
-0.020900183826334486,0.01297696581599559
-0.0067519654856655455,0.013039483470348693
-0.018714748061356406,0.012948872546947736
0.01651516531893462,0.012904690477862264
-0.028038335322968316,0.013265256875320992
0.02837195493653964,0.013335742919553233
0.00302395853655966,0.01288874235755306
0.01035260719481127,0.013408065037953866
-0.01281581917563164,0.014367347153874095
-0.02539922666024148,0.013437956360845145
0.009450976463548276,0.013776878784479939
0.02920929184492682,0.013442097140318061
-0.01675432028785094,0.013710047824680341
0.011284906357566803,0.012692892971228989
-0.014731132271309913,0.013923948680701672
-0.020907456338083375,0.013396183373664359
0.004928749090048961,0.012876644533271078
0.005731126496882767,0.012981251649505638
-0.028024098830352943,0.013836358640272833
-0.01588335671837938,0.013909223334117418
0.0002349235988578115,0.013816924135307078
-0.00982296476820651,0.01364426428372387
-0.02885392733454306,0.01417287458994993
0.0076906646714755885,0.012664550100346528
0.007032702675356638,0.013347576458197856
-0.016954621086581516,0.013019021188139383
0.020009398286359184,0.013023155731790106
-0.0037129551014365284,0.012969142170759042
-0.030524713420417206,0.013934518093926396
-0.030365672802562707,0.013470139804048188
0.008270064904105322,0.012896505079977385
0.014694255537718866,0.013064774025688897
-0.014234065873479706,0.012709592221913575
-0.005874123377073503,0.013088957386478728
-0.0016233960235882284,0.013004795902902386
0.020558098441047848,0.01358402696273477
0.0014160491123806367,0.013693792517618552
-0.008012466855348638,0.013094270822818327
-0.005248776063392807,0.013360682416853606
-0.004520168729104935,0.01256477700189061
-0.005933331639545043,0.01325290732523776
0.017645854961045593,0.013368272120418141
-0.011531810403347408,0.013421689857189301
-0.015390255999361398,0.01346680220488253
-0.010481122976176142,0.013153150301958707
-0.005304816480085486,0.013429000258027547
-0.026539829571017977,0.014572759650002792
0.009636754926515018,0.01428434356028349
0.034093012465860044,0.013598592238153802
0.0031731565743737824,0.012722041902176679
-0.009911314606316723,0.013399387701685295
-0.006081399195924694,0.012624266504424131
-0.02019203888790965,0.013264258483991397
-0.029893255752962533,0.012611613223439568
-0.016084734242399115,0.01306486713181078
-0.007890789384858031,0.013277124047747274
-0.005939219036199021,0.012966443362386636
-0.01593766058530461,0.013739516610560491
-0.007228161395521503,0.014516908040567086
-0.019442159758533677,0.012543341893642026
-0.00801855981064909,0.01347992911683774
-0.04152395185959574,0.013576100828879265
-0.004722971715709822,0.012751993996619223
0.007697853783646142,0.012936143332329788
-0.007185666299044706,0.013092270642338172
0.007322324887067772,0.013105437415443809
-0.0030749136149665437,0.014412269280553438
-0.001574571721540932,0.013419640470562537
-0.013850350533249236,0.01378149120904942
0.021744756513357257,0.013783191117941773
-0.007782342116106832,0.013945541522067617
0.004757594988572328,0.013042172220551488
-0.010327991692516787,0.014654011998262547
-0.012211056191838496,0.012918749406102215
0.002815311404271955,0.014383401953114187
0.022490458330105257,0.012677396461376519
0.006877097304153084,0.013315665387898648
0.00032215633736833665,0.013078247446085777
-0.00030314742391204054,0.012367464117032979
-0.019038213834123813,0.013296789914620306
-0.01566418995933715,0.013509489853021344
-0.007846428422904379,0.013505376278038562
-0.01654358003654427,0.013573786731405052
0.016961974876523355,0.01415592568648029
-0.007657048538539515,0.013862566059077147
-0.007187577802180444,0.013361071543320236
-0.002676423052419559,0.013429850462575532
0.014351530053303089,0.01340703689105393
-0.03264000452016824,0.013563100620711241
-0.013029486357066754,0.01277487739903998
-0.0028216831553499644,0.01357233624692945
-0.019780453125720122,0.013166545712300822
-0.015328777827585124,0.014081737031930884
0.00335472429031672,0.013647832622438582
0.004488357406889514,0.013373622510603601
0.00906501698857831,0.013425009039085455
-0.02532759475374856,0.013233006277773825
-0.01808398743216395,0.014157547381906313
-0.003948962788937249,0.014055747712510419
-0.011605488679287478,0.013268421196040601
0.010602430133990703,0.01349139352223219
-0.006052373337317462,0.01427668205365375
-0.025938951297747096,0.013249154380602082
0.0001373978432825395,0.013933958810057313
0.007336838436283175,0.01331022574707722
-0.016233072582710048,0.013798629535858767
-0.0023791190065180798,0.013558712855422081
-0.011745568927707555,0.01299743812610267
0.001308196390203731,0.013042856369657765
0.019721167063682977,0.014019212972673497
0.009906591978962426,0.013423389308483073
0.005483339972250437,0.01482191687695518
0.017669050141443265,0.012921456643272876
-0.014290899366317973,0.01316694656616621
-0.018832594231256397,0.013716990008021469
0.005901402571023272,0.013283926111229237
0.013435093401175487,0.013353852624276059
0.0007149556697058432,0.013713440384408462
-0.003991631329536695,0.012911171202787163
-0.03033228364837501,0.013816939736974784
-0.02587339340968586,0.01378381803378725
-0.02729717106289727,0.013793260815615473
0.009695830236831548,0.013148698797368102
0.006443910947059845,0.012624449634184418
0.00879048230410111,0.012881644770268895
-0.018401391257269247,0.012888797499583743
0.025766696243570218,0.01270736584345193
0.014747392256508729,0.012747206684287988
-0.013148074564977744,0.013178371700395024
-0.014066661461651177,0.014193857992844925
0.013209953081516942,0.013183892968890873
-0.0024171202131903213,0.012541370271199118
0.011526798982741603,0.013533017197120262
-0.01583209394218364,0.013257343221709805
0.012477225175045141,0.01326727085493262
0.0021849180325612975,0.013000514759850668
0.01177688199475036,0.012914353319471323
-0.005572407584275134,0.013849487964063338
0.005364386851243946,0.012865740292770848
-0.023086014047026673,0.013080961253531264
0.007144123728396678,0.013288679674743785
-0.029604103372983824,0.013114522484900155
-0.007078238198999638,0.013487969128633728
0.004110387439502187,0.013434984827669798
0.007438570330240541,0.012628937545857023
0.004144369856510379,0.012413190744790489
0.006200957040284762,0.01258335377413398
-0.00638592995218545,0.013154436794166113
-0.027266370382491755,0.013859306523938887
-0.003980458069262482,0.012366663493431249
0.004775822269657232,0.013545929174350635
-0.0005439778787057606,0.012788464113923103
-0.012655401877286906,0.014128593672056452
0.017977692497991766,0.013363547990031987
0.0030184008253217086,0.013715467786058822
0.01989641223188931,0.013359987318371019
-0.022603108527627445,0.013056913463154936
0.005943253022314749,0.012888079127723896
-0.012732806977180638,0.012886595371111415
-0.009349751586833243,0.012971230874325215
-0.015300364758552322,0.014395399954110466
-0.012721902782861647,0.013002456014359709
-0.017992910798705457,0.013077909388426949
-0.012378011286240302,0.012694682691653577
0.006032832773542595,0.01337693136263237
0.008554802141351233,0.012573415433181499
-0.0062871871328591825,0.01385647802946862
-0.00479341777759413,0.01320501232514661
0.01847006924947685,0.01308610254076737
0.0036290555220125417,0.012920268231242139
0.006021042928942582,0.013275507656249104
-0.033599509737252016,0.013625138761695996
-0.011285973164456758,0.012777290207240609
0.026368223822419958,0.014245306568688504
-0.011280592641258332,0.013774036857175573
-0.010159993262382738,0.012992473356619233
-0.002333045122491452,0.013614178635531958
-0.011519083203321743,0.013427224863700994
-0.016194758285059844,0.013575819294270298
0.00375867489787703,0.013738872231950007
-0.014566614570065408,0.013390696222853445
0.01179894343870127,0.01287227820663939
0.004742959360448841,0.01282517453104382
-0.0177744612076217,0.013157171455892206
-0.02863944809445302,0.012596992102909339
-0.0013744079629762064,0.013338900673616833
0.0037974648667961465,0.013232507029283814
-0.02887156694174996,0.013998112276056839
-0.018866672656345722,0.014137626671755724
-0.015017315481969884,0.013345992126043007
-0.012376850575449122,0.013075020954737199
-0.003015595888989391,0.012798401714280419
0.020017622377526918,0.013995659625138764
0.015149445800575798,0.012721727604955154
0.00013764173204167143,0.012805121959648745
0.01083512782974739,0.0124554989356861
0.021997335605734285,0.013712093421825354
0.021392200164876994,0.013061197658680015
0.017791406515706286,0.01230456439741248
-0.016370534837029594,0.013135316934275214
0.006338285442805333,0.012984928801905852
-0.017166378736855163,0.012930638879948499
-0.004805208656768935,0.013171734733012582
-0.008008049229692126,0.013767139997447376
-0.004638486312224432,0.013148150791033939
0.004317375843379981,0.013007432152951257
-0.0048978711534719225,0.013340881859892753
0.005395694609007636,0.012974599682990149
0.006009918889487057,0.013149928268498673
-0.02259673697433854,0.012535708100625442
-0.021958507019280208,0.01335361982206055
0.012637675457480261,0.013104648689944466
0.01662861156313979,0.012984590941940603
0.01109195936344314,0.013705347511649387
0.007812489753848573,0.01301566181813555
-0.00764814619591236,0.013768819051453834
-0.008842070846455687,0.013940733140962568
-0.024585666941797386,0.013267966588274002
0.021053442153213472,0.012861078427133918
0.0016699741667554012,0.013360191703931398
-2.9871268600300848e-5,0.013091986921214865
-0.00589477121647175,0.013272771308026232
-0.015577183885786166,0.01293996209705095
-0.005804923520323887,0.012526402610544017
0.017588316456723315,0.012794785606505977
-0.015789623249864614,0.013455709575237288
-0.006560427961337455,0.013254561409967149
0.013700828676859126,0.014258031669410797
-0.0023290607085101594,0.014181078594904866
0.0005263723317882483,0.013028928135302835
-0.009463428451821602,0.013031560718678064
-0.007449011902646467,0.014171384445287911
-0.0024107469858026483,0.013024687761581395
0.01531332706092766,0.01329525436501891
0.005085064469314685,0.012892740248859757
-0.029936792689615115,0.013056461458476299
0.013325477690716275,0.013082249908017816
0.00495717764031659,0.014626204391189312
-0.0004997368207101741,0.013504609846933179
-0.01672571866678891,0.0131944176483035
0.01351816881177582,0.012788193605846074
0.0071199816941803894,0.01270621560700717
-0.019334461298700117,0.01372064509058489
-0.024636575240585948,0.013445912080892053
-0.004183986494358852,0.013961967282393913
0.010231072568466698,0.01270732882591126
-0.020557126863742774,0.012979642196084315
0.003305653068352377,0.012901064370237726
-0.008430077991636278,0.01306443541866566
-0.008177717766813534,0.013944556419016095
-0.004383027862819713,0.01341801836684752
0.019532487233456245,0.013235296787026314
-0.011316450253050335,0.013259438620462917
0.0007726010808800565,0.0129287368816547
0.03747181953786915,0.012780820536186531
0.01035958369725497,0.012981930604708772
0.001933119264500641,0.013838315508347722
-0.015146305884067235,0.01286050154595
0.007373976262202446,0.01345577192097816
0.015511316308686582,0.012699255653848494
-0.009285211932367301,0.01328511356766368
-0.020158868474388927,0.012526413268590744
-0.006070462070850749,0.014481074522318628
0.006949072547625654,0.013403649751587208
0.005233350006580954,0.013659575099191143
0.006538765027938047,0.013076838132339437
0.00886580236145921,0.01359790116341368
0.003559340126312047,0.012714469200792958
0.021238939022035677,0.012780671282264075
0.009278038123304194,0.012263946898144504
0.00246427229775172,0.013411638802818546
-0.020211448186813422,0.013391336876268617
-0.00045418547144562794,0.013357398480751348
-0.0054700502714412815,0.012787452774913829
0.0026117790110025806,0.013863789880519485
0.013660282035109547,0.01434438510992037
-0.001433272861922707,0.013033972448475139
-0.0038299623935575027,0.014382393243055756
0.015241521687600883,0.013187789673628892
0.005343346788336521,0.012904383318087184
-0.0013459106703332545,0.013713206150944731
0.016335225599725733,0.013285741288035524
-0.026260136376896333,0.013061309755560448
-0.0018724657819380128,0.013124690914403573
0.00482290884308828,0.013105383136838697
0.00745224558794015,0.012807000705738574
-0.004238728615116287,0.013570939839619019
-0.016916793401143812,0.012782006356367061
-0.006283210187929228,0.012781994836033614
-0.011205098794884776,0.013451933324906558
0.033958388465320774,0.013149022592806023
-0.005587453840130309,0.01304957518440496
-0.01687970300251957,0.013171358688515794
-0.021761448310777545,0.014417345949278034
-0.017175467036069546,0.012945947506758537
0.004402371221303595,0.012971687641413725
-0.020992810733692142,0.012493712758836826
0.0039049848182949242,0.013801306645758293
0.030701190196442074,0.013596261835633137
0.015090939960673868,0.012995391615588974
0.020962240944363796,0.014130375877343261
-0.0049608030375532875,0.013268618329503802
-0.009590302270474622,0.012469991671865757
0.016106928657608807,0.013433642634926711
-0.003708771354495789,0.012872618680625197
-0.007089230431543111,0.01307305005850068
0.004775827285921176,0.014032256898408995
0.0026828831199787496,0.013293009486774254
-0.024054384769212317,0.013673197818193258
-0.026312971479368293,0.013802966978276814
-0.0023259200831875944,0.013259591718377881
-0.018123620396532966,0.012369020388339473
0.0025730508255351124,0.01402083829946605
-0.006766983008832147,0.013680890632692745
0.004256369437967297,0.013775455263957556
-0.007609073697415302,0.012895663760364825
-0.001687360745868567,0.014978251931340428
-0.010637021232838783,0.01313494207305559
-0.006386516286891827,0.013900821178546215
-0.03090250876432182,0.013127643160304195
-0.0038062286801790616,0.012601967413634391
0.0013508189746929582,0.013650609924560266
0.019761650750305764,0.013794990117004968
0.008158023776906866,0.013561574071524352
0.009727059465790569,0.013641859093754163
-0.011181885175507356,0.013648891580725183
-0.005937618303990244,0.013080910213628382
-0.019329387441039642,0.01243821888450897
-0.02715460173720032,0.01335343367431239
-0.004233289331213997,0.013133017110416778
-0.005063117386637847,0.013764191866930767
-0.020534428030447603,0.0128846131414145
0.006262157502166555,0.013208164429341421
0.007181563657778091,0.014352722405515403
0.026112230147052867,0.013685181036594243
0.032509423421937446,0.01346487059210226
0.022977743399033575,0.01350144975822192
-0.0041983737832591295,0.01327861778268254
-0.0007902903618661494,0.01380464714443272
0.012160783466511749,0.012985011487544754
0.011406567999710196,0.013123915026501563
0.01452622130725731,0.013354515372829806
0.008213022131849239,0.012526325426587834
-0.010835656399540506,0.014079104766391362
-0.002145871699750505,0.012880785560364896
0.0015013226024622795,0.01380413383396121
-0.017575410280087144,0.012531981350132339
-0.004800794777299602,0.013362170006841737
-0.02115974165755297,0.013954244206364754
0.013639851854850277,0.012889484655729325
-0.005726966233104234,0.01348601025340585
-0.005451057640801385,0.013085489451241928
-0.0022378194611063873,0.013153304014748434
-0.017730529340939195,0.012362098022028957
0.006494731627556495,0.013111348345623436
-0.029348078616177845,0.013065070195148331
-0.0015938668701946427,0.013301851962080948
0.021332212900794796,0.012856147625039317
-0.021783207492920266,0.012962931686237404
-0.024174495254938862,0.013273001325501963
-0.015331967792009593,0.013289917397359775
0.00038510373383253096,0.013873301320196133
0.006296378369123837,0.013766382669553165
0.007645540515249067,0.013168313097199312
-0.013884276440188083,0.01327377930989466
0.013918327963468891,0.012610195527761804
-0.007281672784015442,0.013143343908920996
-0.006769260121681306,0.013203628640833858
0.015363019711548924,0.01379252412068145
0.0035274048488541936,0.013962345349219168
0.01909493263999993,0.012238592545005674
-0.0032345531030658946,0.01318643932119521
-0.006671762247125653,0.013706234971239786
0.005274601749965505,0.013403224586556538
-0.027154686676061742,0.01307806271036632
-0.008368482795691357,0.013355601575245719
-0.007556865999874001,0.012783775179872364
-0.014848274557830849,0.013510184064909942
-0.013810368558088001,0.01309023414837263
-0.02038964901347768,0.013456825208792263
-0.01685892713897164,0.012917257606399144
-0.02616532487868506,0.012655914374614751
-0.018387423516166297,0.012342712959764583
-0.013925748659594925,0.01325792222530712
-0.029482657198851833,0.01391839091376301
0.012416375629896973,0.013355280620504277
0.0008458693995068197,0.012971300326125547
0.020141580607941915,0.013071290891540365
0.021049161003022406,0.012762840750463158
-0.015727016305856434,0.012889679382603781
-0.007414003424885908,0.01262086081416324
0.003721689437391362,0.012461615835617263
0.013541946670142156,0.01262077471609359
-0.023062976415416,0.013023096536209963
-0.01538174500523769,0.012631298974463417
0.008094328502162225,0.014019479106538876
-0.021749041502947493,0.013295175069775823
0.006643959752618673,0.013597237395693103
0.006067102444241039,0.012953028489891315
-0.0031040877583519808,0.013474977168717435
0.0023210278415235707,0.012691280335694013
0.0016393476713379743,0.013177116271946026
0.018141448333257988,0.013351319183386978
-0.010861198268229443,0.01389228961047121
-0.008681138487190316,0.01345780445716986
0.020642036719073095,0.013544343325799096
-0.003333666277720595,0.013600116205707682
-0.005286503195855156,0.013893589536656217
0.010905661043817984,0.013762222536107448
0.009251566062672342,0.014127039950333455
-0.010768363192021188,0.013634515089087628
-0.023764728407917553,0.01282861068387887
-0.013683391329063321,0.012829506641823925
0.03388434455090541,0.01296780168858463
-0.00983893260242094,0.012535837275753758
-0.021934784057743423,0.013161380537069051
-0.0042776164642913,0.012704473091498476
0.006405599458802964,0.013183569320410142
0.00663341962323172,0.013449191888264246
-0.025668702309405544,0.013257936870832867
0.004695803246654279,0.012994782329292444
-0.009681072483187265,0.013876736570428604
-0.014588224762471848,0.012986838807730845
-0.0019670346093913767,0.01316290075030516
0.0010863335616033978,0.0128843961707225
0.002780510484918272,0.01335499811803223
0.00238164193978997,0.012552326183230522
-0.019273108012352394,0.013042518156428309
-0.01539672649141417,0.012872703561150159
-0.01219240778658622,0.01336575422412963
-0.009529893569765606,0.013721417682891403
-0.00824131578915987,0.012887361779388255
-0.0048934727859016435,0.013794650568705063
0.009676263733950547,0.01284345618580132
0.0010394229767742773,0.013919627522663585
-0.03358770028769857,0.012903150231279772
0.005239186739972385,0.014044157726139107
-0.009826640697636039,0.013112399880571217
-0.0055866624228827835,0.012821319825600414
-0.008912990590718066,0.012896000028915233
0.0027850908623692967,0.014776856233851098
-0.00924208699548014,0.012801457121539427
-0.0013204350906291654,0.012506243158024562
0.0023683209980476573,0.01289113897195897
-0.008193786965864735,0.013298149250999198
-0.009338584090580576,0.013661924437141476
-0.014492149094129264,0.01379768051202765
-0.0161852406744015,0.013311666235979928
-0.010629508908516033,0.013689445886880872
0.00499225218748203,0.013483838884194783
0.023752963669009194,0.013149282001506543
-0.01732139732812139,0.01331703238872643
0.004528223884402461,0.013129650325469106
0.002028319365304679,0.013059243980912941
0.0018269745771808117,0.01263578236796694
-0.016284183108188886,0.013176839229753452
-0.00683871438325414,0.012565976273246448
-0.012094189936986457,0.0131844585263982
0.0396143205454735,0.014340497338723748
0.01818165069135529,0.013713751285471372
0.012675059432685482,0.014290420770695932
0.0012048254059942333,0.013361945936340222
-0.015786570346500408,0.01287320821692323
0.0009552139277888239,0.013614743002988261
-0.019859453708950307,0.014026489389498149
-0.004379245794290834,0.014000559039009213
0.019764186374699514,0.01312369306771295
-0.007404747647401509,0.013028933031926154
0.009853183524858516,0.013260426712697376
0.019305963033887458,0.013430170804280285
-0.007588424669773215,0.013492603942619263
0.011571625582939317,0.014099286060974053
-0.011290297807567918,0.014052153706927105
-0.014860893874958465,0.012969407364655138
-0.005308296856629776,0.013517200238158788
-0.005943212322675368,0.013125141940620847
-0.0349182399474271,0.013996584424990917
0.0010059263645582368,0.013305587509539736
-0.008480061757150758,0.012803760256178645
-0.01809104885109641,0.01255106590682128
-0.004347390276208664,0.013297737183553064
-0.0332884494254355,0.013763232759942606
-0.02528561099568827,0.014252402910977641
0.0014661644030329335,0.013310057820307827
0.00783116616138627,0.01345338312385655
0.01124803350791862,0.01309881144034342
0.016621297777128802,0.013097042193468501
0.025351340903853447,0.013182533948938745
-0.01646170604619468,0.013366911907828837
-0.009841731340216002,0.013180503414143976
-0.0026513624579820204,0.013176865394115368
-0.0008678087485655094,0.01309395507252235
0.020275206061763203,0.012541110170083322
-0.006679189875449686,0.01390708614241594
-0.016876904593075073,0.013363739925447725
0.0019629314111913594,0.013274727496935257
0.004148533520014859,0.012700195832504795
0.0083482985250301,0.013182481592916857
-0.008119725165841982,0.012203436278321463
-0.0011680684083630018,0.012676485904511241
0.01997009713881368,0.012688868914514057
-0.00620005554832878,0.013544322364107672
0.012844226584118473,0.013120348508017594
0.008164823999603483,0.01319226404977687
-0.013610446032043743,0.013027115194383378
0.00543076904181153,0.014125888982324298
-0.028893647302925582,0.012721222089998175
-0.0034531784683935235,0.013723993264047512
-0.0049743900863606855,0.013619909929336177
-0.017129505052905537,0.013781957393586043
-0.0011420847640260762,0.013189377190751504
-0.00948833739749772,0.013107946764235592
-0.0077875474498796315,0.012914135044831661
-0.017974949941182032,0.012722228074902761
0.0007994533277205216,0.013575808832652273
0.009561640721262839,0.015039197013802958
-0.017917859347953057,0.012817338386425122
-0.00020444537521258435,0.01355623216495736
-0.007950211089924383,0.013393777251896288
0.0032401424870118697,0.012715917916918059
0.0054466858265177194,0.012888619919351516
-0.011525954831271586,0.013526427737180933
-0.034774402257579703,0.013106071999629633
-0.013361260404555588,0.013633667953689636
0.010406430177083552,0.01412390823521864
-0.017879696066446085,0.013132611288484888
0.01300735345797782,0.014146402017490593
-0.0021570213661917348,0.013267235782205362
-0.012582239934156284,0.013805771922733032
0.0008479903362485344,0.013213126486385441
0.010979186454608667,0.01380224468894246
0.02043947050742536,0.013029314699833023
-0.022122630177149223,0.013357318092805399
-0.0032796954033263025,0.01318081810529926
-0.025592209700336852,0.013312789449018939
-0.0014553262049191533,0.013890506369848702
-0.0222744217168746,0.012827449903748038
-0.014301228128567817,0.01370421583823392
0.004336518807418463,0.012512050198254968
0.007980990059385972,0.01318458106788935
-0.004535876977979988,0.013457682809016436
-0.02572604326335462,0.013495228261166552
0.000930158017416466,0.013607472299342649
-8.91300782258485e-6,0.013201327454835642
0.0017439630544685428,0.013104882225417053
0.005556664267666508,0.013275586215607928
0.0031420275408020415,0.012993077635592527
-0.014022888754710219,0.014179800281177475
0.0027748221685729517,0.014405707366823605
0.008307369042333377,0.013698068550913618
-0.02047126427402588,0.013591448212518707
0.04202317769021411,0.013705770927513246
-0.006793032463374903,0.012636240720863416
0.015591624162593272,0.013795447727569857
-0.01742838415158117,0.01316856014552427
-0.00014741409880413253,0.013479885177485797
-0.0008317019294145002,0.013306904786162576
-0.019572740445167196,0.013279042380845553
-0.0021489752349645713,0.01261299356587616
-0.026188380000351747,0.013248225943014376
-0.011178734689041108,0.012886558864637833
-0.026461656368073967,0.01261540934551175
0.012878716639690674,0.013556243697640365
-0.010375978774530524,0.013231139799886042
0.01597002776506134,0.013095646285418799
-0.003703241644077474,0.013012373189540393
-0.015488689728518868,0.013065341860568555
0.019576488413902624,0.0129753876997657
-0.005978840071328433,0.013140616370582739
-0.023197634307732744,0.013487046469438681
0.002942183756473143,0.012793615589321995
-0.01188423775102237,0.013211230229632519
-4.2658463428091404e-5,0.012610676309193748
0.012573621311308932,0.013893304082501176
-0.023104946463692762,0.012323959641711754
0.007614255738465406,0.012849787581194766
0.0193058927352508,0.014669474142202545
-0.01794421195400179,0.013193739671080658
0.009078084932952094,0.013779937332581144
-0.01056115479131408,0.012982384661928872
-0.015518257849890811,0.013587782590936948
0.009838050053583335,0.013634742516747499
0.012054234164012375,0.01280165262642788
-0.00854540743875551,0.01394167981248729
-0.010668916144355932,0.014134617066135589
-0.005637632348469961,0.01324669449341072
0.01057816983848877,0.013532303386697026
0.004077127202537767,0.01339556362402529
-0.011123669103312493,0.012643562230473204
-0.018254905582975805,0.012741359375389793
-0.007930692059974924,0.014053252469113594
-0.012244841335909723,0.012923074051626597
-0.014585156382160435,0.01319749393956923
-0.004937187944975362,0.013103618941445723
-0.008816764424442024,0.013017892937508456
0.009303868225814693,0.012974624055435053
0.0001564953067470387,0.013631734099157012
0.017088741418476088,0.013452230866667777
-0.003086579479678849,0.013393563163922756
0.006754501321863015,0.013938726941058409
-0.01600966833658684,0.01344830531009491
-0.0013501561780995598,0.012273860593533128
-0.0019535945311090273,0.013611344729105752
0.01412550991644476,0.013244487521463597
0.0316106391356212,0.01379050820620491
0.010047474874043155,0.013753980253442575
-0.019285279344717764,0.013580117986158395
0.016374843096880663,0.013953669202786068
-0.010639982856460267,0.013165055922392454
-0.002854178624457536,0.013071141201360548
0.012385982301157575,0.012972665912842542
-0.0207989501529847,0.01330904436279978
-0.010072179733227311,0.013711382275595761
0.008687128568386958,0.01308180831966219
-0.005240695810219487,0.013668409216850448
-0.009803465346923761,0.01244476659291143
0.01846944855153448,0.012647944433384042
0.02137646481800568,0.013048299734110293
-0.03645756159764406,0.012820094239838658
-0.011289423165301628,0.013604325420074106
0.01029448138373651,0.012951175839296978
-0.025821798581242932,0.0140780825843275
-0.0304184180666816,0.013040463798955676
