beta,se,time
0.05787769176873016,0.013441176009929305,0.007448911666870117
0.035050584752316705,0.013685750112983484,0.008405923843383789
0.05112934840583467,0.013503877010717676,0.006857156753540039
0.04165535887214551,0.013528365282192973,0.006829977035522461
0.05968008788255842,0.01299710781919489,0.008973121643066406
0.062202688407180406,0.01337671270567484,0.00674891471862793
0.046839688820382676,0.013332768664738929,0.006775856018066406
0.056355078358864635,0.012806509190212515,0.0072171688079833984
0.05427865146219722,0.013099837207853154,0.007844924926757812
0.06857476233128099,0.012508617331508239,0.006742954254150391
0.0814098454515393,0.01293108297832134,0.006760835647583008
0.03609216918093593,0.012871813859487696,0.00781393051147461
0.08506530547380538,0.014453641904732228,0.0067369937896728516
0.02440855713207742,0.013155972265310048,0.006716012954711914
0.015810793222135647,0.014343764585704076,0.00774693489074707
0.05260655026932497,0.01322037126321954,0.006695985794067383
0.05796028366692005,0.01313056101627365,0.006677150726318359
0.04863848230858398,0.013047480934308516,0.007012128829956055
0.08155737886367084,0.013151446295309285,0.007959127426147461
0.05950798205843908,0.014222821653093253,0.00673985481262207
0.0531699722833474,0.013135018265630221,0.006705045700073242
0.01718531036618333,0.013766942232404303,0.009515047073364258
0.040901381312629256,0.013932904859023367,0.006725788116455078
0.042003113850703565,0.013540356710965956,0.007220029830932617
0.04381889927091801,0.013566275702746877,0.007139921188354492
0.06792689748072739,0.013204899242776697,0.009312152862548828
0.046861940141422635,0.014304621536581031,0.006850004196166992
0.047158571903183094,0.01300420734099557,0.006875038146972656
0.03696678042641179,0.013496620175495445,0.007144927978515625
0.05650381069345438,0.01375439567573622,0.00816798210144043
0.059413124443536,0.013400226924207368,0.00674891471862793
0.05947602733283938,0.012712749957866856,0.006743907928466797
0.06327937337158282,0.012553449197664436,0.006865024566650391
0.06949090144848553,0.012805156883892797,0.007899045944213867
0.04095665772075775,0.013417850083507883,0.00667881965637207
0.052067362946539214,0.012955770850121224,0.006726980209350586
0.04667304301812127,0.01327640486741391,0.006738901138305664
0.04599876039393226,0.01367856328676598,0.008134126663208008
0.04957490890841744,0.0132908930838846,0.006721973419189453
0.02227497876232712,0.013346237169659393,0.00671696662902832
